pid,interface,clip,label,position,listened_ms,liked,taste_match,relevance,replay,save,eval_composite,extraversion,agreeableness,conscientiousness,emot_stability,openness,rec_trust_reliance,openness_c,agreeableness_c,conscientiousness_c,emot_stability_c,extraversion_c,rec_trust_reliance_c,agr_group
R_5Y9CAMc6uLS3iTf,AppleMusic-style,clip3,None,3,31705,5,5,5,4,5,4.8,1.5,5,5,2,4.5,5,-0.5916666666666668,0.38333333333333375,-0.2999999999999998,-2.8833333333333337,-2.5875000000000004,0.03541666666666643,High agreeableness
R_5Y9CAMc6uLS3iTf,AppleMusic-style,clip4,New,5,31700,6,5,5,6,6,5.6,1.5,5,5,2,4.5,5,-0.5916666666666668,0.38333333333333375,-0.2999999999999998,-2.8833333333333337,-2.5875000000000004,0.03541666666666643,High agreeableness
R_5Y9CAMc6uLS3iTf,AppleMusic-style,clip5,Recommended,6,31895,4,4,4,4,4,4,1.5,5,5,2,4.5,5,-0.5916666666666668,0.38333333333333375,-0.2999999999999998,-2.8833333333333337,-2.5875000000000004,0.03541666666666643,High agreeableness
R_5Y9CAMc6uLS3iTf,AppleMusic-style,clip6,Recommended,2,31698,2,2,2,2,2,2,1.5,5,5,2,4.5,5,-0.5916666666666668,0.38333333333333375,-0.2999999999999998,-2.8833333333333337,-2.5875000000000004,0.03541666666666643,High agreeableness
R_5UetAFQozjiTZo5,Spotify-style,clip1,Recommended,6,NA,6,6,4,6,4,5.2,1.5,4,6.5,7,4,2.25,-1.0916666666666668,-0.6166666666666663,1.2000000000000002,2.1166666666666663,-2.5875000000000004,-2.7145833333333336,Low agreeableness
R_5UetAFQozjiTZo5,Spotify-style,clip2,None,1,NA,2,2,2,2,2,2,1.5,4,6.5,7,4,2.25,-1.0916666666666668,-0.6166666666666663,1.2000000000000002,2.1166666666666663,-2.5875000000000004,-2.7145833333333336,Low agreeableness
R_5UetAFQozjiTZo5,Spotify-style,clip3,New,2,NA,2,2,2,2,2,2,1.5,4,6.5,7,4,2.25,-1.0916666666666668,-0.6166666666666663,1.2000000000000002,2.1166666666666663,-2.5875000000000004,-2.7145833333333336,Low agreeableness
R_5UetAFQozjiTZo5,Spotify-style,clip4,None,3,NA,2,2,2,2,1,1.8,1.5,4,6.5,7,4,2.25,-1.0916666666666668,-0.6166666666666663,1.2000000000000002,2.1166666666666663,-2.5875000000000004,-2.7145833333333336,Low agreeableness
R_5UetAFQozjiTZo5,Spotify-style,clip5,New,5,31593,6,6,4,6,4,5.2,1.5,4,6.5,7,4,2.25,-1.0916666666666668,-0.6166666666666663,1.2000000000000002,2.1166666666666663,-2.5875000000000004,-2.7145833333333336,Low agreeableness
R_5UetAFQozjiTZo5,Spotify-style,clip6,Recommended,4,NA,5,5,4,5,2,4.2,1.5,4,6.5,7,4,2.25,-1.0916666666666668,-0.6166666666666663,1.2000000000000002,2.1166666666666663,-2.5875000000000004,-2.7145833333333336,Low agreeableness
R_7RPZV5loeNhIRI5,Neutral,clip1,New,4,31819,5,5,4,5,5,4.8,2.5,5.5,5.5,6,6,4.25,0.9083333333333332,0.8833333333333337,0.20000000000000018,1.1166666666666663,-1.5875000000000004,-0.7145833333333336,High agreeableness
R_7RPZV5loeNhIRI5,Neutral,clip2,None,5,31753,4,4,4,4,2,3.6,2.5,5.5,5.5,6,6,4.25,0.9083333333333332,0.8833333333333337,0.20000000000000018,1.1166666666666663,-1.5875000000000004,-0.7145833333333336,High agreeableness
R_7RPZV5loeNhIRI5,Neutral,clip3,New,3,31889,3,3,4,3,2,3,2.5,5.5,5.5,6,6,4.25,0.9083333333333332,0.8833333333333337,0.20000000000000018,1.1166666666666663,-1.5875000000000004,-0.7145833333333336,High agreeableness
R_7RPZV5loeNhIRI5,Neutral,clip4,Recommended,6,31900,3,3,3,3,3,3,2.5,5.5,5.5,6,6,4.25,0.9083333333333332,0.8833333333333337,0.20000000000000018,1.1166666666666663,-1.5875000000000004,-0.7145833333333336,High agreeableness
R_7RPZV5loeNhIRI5,Neutral,clip5,None,2,31849,5,5,4,5,4,4.6,2.5,5.5,5.5,6,6,4.25,0.9083333333333332,0.8833333333333337,0.20000000000000018,1.1166666666666663,-1.5875000000000004,-0.7145833333333336,High agreeableness
R_7RPZV5loeNhIRI5,Neutral,clip6,Recommended,1,32134,6,6,4,7,6,5.8,2.5,5.5,5.5,6,6,4.25,0.9083333333333332,0.8833333333333337,0.20000000000000018,1.1166666666666663,-1.5875000000000004,-0.7145833333333336,High agreeableness
R_5tFNjqHxUaMfsKR,AppleMusic-style,clip1,Recommended,3,31839,7,7,7,7,7,7,4.5,5,4.5,6,5,5.25,-0.09166666666666679,0.38333333333333375,-0.7999999999999998,1.1166666666666663,0.41249999999999964,0.28541666666666643,High agreeableness
R_5tFNjqHxUaMfsKR,AppleMusic-style,clip2,New,1,32105,7,7,7,7,7,7,4.5,5,4.5,6,5,5.25,-0.09166666666666679,0.38333333333333375,-0.7999999999999998,1.1166666666666663,0.41249999999999964,0.28541666666666643,High agreeableness
R_5tFNjqHxUaMfsKR,AppleMusic-style,clip3,None,5,32026,6,5,4,6,5,5.2,4.5,5,4.5,6,5,5.25,-0.09166666666666679,0.38333333333333375,-0.7999999999999998,1.1166666666666663,0.41249999999999964,0.28541666666666643,High agreeableness
R_5tFNjqHxUaMfsKR,AppleMusic-style,clip4,None,2,32229,7,6,5,6,6,6,4.5,5,4.5,6,5,5.25,-0.09166666666666679,0.38333333333333375,-0.7999999999999998,1.1166666666666663,0.41249999999999964,0.28541666666666643,High agreeableness
R_5tFNjqHxUaMfsKR,AppleMusic-style,clip5,New,4,32037,7,6,6,6,6,6.2,4.5,5,4.5,6,5,5.25,-0.09166666666666679,0.38333333333333375,-0.7999999999999998,1.1166666666666663,0.41249999999999964,0.28541666666666643,High agreeableness
R_5tFNjqHxUaMfsKR,AppleMusic-style,clip6,Recommended,6,31902,6,5,5,6,5,5.4,4.5,5,4.5,6,5,5.25,-0.09166666666666679,0.38333333333333375,-0.7999999999999998,1.1166666666666663,0.41249999999999964,0.28541666666666643,High agreeableness
R_6rZTvwn2fA2wMbf,Neutral,clip1,New,3,31695,7,7,7,7,7,7,3,4,5.5,3,6.5,7,1.4083333333333332,-0.6166666666666663,0.20000000000000018,-1.8833333333333337,-1.0875000000000004,2.0354166666666664,Low agreeableness
R_6rZTvwn2fA2wMbf,Neutral,clip2,Recommended,1,31698,7,7,7,7,7,7,3,4,5.5,3,6.5,7,1.4083333333333332,-0.6166666666666663,0.20000000000000018,-1.8833333333333337,-1.0875000000000004,2.0354166666666664,Low agreeableness
R_6rZTvwn2fA2wMbf,Neutral,clip3,None,2,31685,7,7,7,7,7,7,3,4,5.5,3,6.5,7,1.4083333333333332,-0.6166666666666663,0.20000000000000018,-1.8833333333333337,-1.0875000000000004,2.0354166666666664,Low agreeableness
R_6rZTvwn2fA2wMbf,Neutral,clip4,Recommended,6,31692,7,7,7,7,7,7,3,4,5.5,3,6.5,7,1.4083333333333332,-0.6166666666666663,0.20000000000000018,-1.8833333333333337,-1.0875000000000004,2.0354166666666664,Low agreeableness
R_6rZTvwn2fA2wMbf,Neutral,clip5,New,5,31693,7,7,6,7,7,6.8,3,4,5.5,3,6.5,7,1.4083333333333332,-0.6166666666666663,0.20000000000000018,-1.8833333333333337,-1.0875000000000004,2.0354166666666664,Low agreeableness
R_6rZTvwn2fA2wMbf,Neutral,clip6,None,4,31691,7,7,7,6,7,6.8,3,4,5.5,3,6.5,7,1.4083333333333332,-0.6166666666666663,0.20000000000000018,-1.8833333333333337,-1.0875000000000004,2.0354166666666664,Low agreeableness
R_51HFaFzjlBVetEJ,AppleMusic-style,clip1,None,3,31684,4,3,2,4,3,3.2,2,3.5,6,4.5,5.5,5,0.4083333333333332,-1.1166666666666663,0.7000000000000002,-0.38333333333333375,-2.0875000000000004,0.03541666666666643,Low agreeableness
R_51HFaFzjlBVetEJ,AppleMusic-style,clip2,New,1,31692,6,6,4,6,6,5.6,2,3.5,6,4.5,5.5,5,0.4083333333333332,-1.1166666666666663,0.7000000000000002,-0.38333333333333375,-2.0875000000000004,0.03541666666666643,Low agreeableness
R_51HFaFzjlBVetEJ,AppleMusic-style,clip3,None,5,31687,2,2,1,1,1,1.4,2,3.5,6,4.5,5.5,5,0.4083333333333332,-1.1166666666666663,0.7000000000000002,-0.38333333333333375,-2.0875000000000004,0.03541666666666643,Low agreeableness
R_51HFaFzjlBVetEJ,AppleMusic-style,clip4,New,4,31699,2,2,2,1,1,1.6,2,3.5,6,4.5,5.5,5,0.4083333333333332,-1.1166666666666663,0.7000000000000002,-0.38333333333333375,-2.0875000000000004,0.03541666666666643,Low agreeableness
R_51HFaFzjlBVetEJ,AppleMusic-style,clip5,Recommended,6,31687,2,2,2,2,1,1.8,2,3.5,6,4.5,5.5,5,0.4083333333333332,-1.1166666666666663,0.7000000000000002,-0.38333333333333375,-2.0875000000000004,0.03541666666666643,Low agreeableness
R_51HFaFzjlBVetEJ,AppleMusic-style,clip6,Recommended,2,31701,2,2,2,2,2,2,2,3.5,6,4.5,5.5,5,0.4083333333333332,-1.1166666666666663,0.7000000000000002,-0.38333333333333375,-2.0875000000000004,0.03541666666666643,Low agreeableness
R_8Py1FkRUTETunJf,Spotify-style,clip1,New,5,31694,6,6,5,6,7,6,5.5,5.5,6,5,5.5,5.75,0.4083333333333332,0.8833333333333337,0.7000000000000002,0.11666666666666625,1.4124999999999996,0.7854166666666664,High agreeableness
R_8Py1FkRUTETunJf,Spotify-style,clip2,Recommended,4,31678,5,5,5,5,5,5,5.5,5.5,6,5,5.5,5.75,0.4083333333333332,0.8833333333333337,0.7000000000000002,0.11666666666666625,1.4124999999999996,0.7854166666666664,High agreeableness
R_8Py1FkRUTETunJf,Spotify-style,clip3,Recommended,1,31724,5,4,4,2,2,3.4,5.5,5.5,6,5,5.5,5.75,0.4083333333333332,0.8833333333333337,0.7000000000000002,0.11666666666666625,1.4124999999999996,0.7854166666666664,High agreeableness
R_8Py1FkRUTETunJf,Spotify-style,clip4,None,2,31684,5,5,4,3,2,3.8,5.5,5.5,6,5,5.5,5.75,0.4083333333333332,0.8833333333333337,0.7000000000000002,0.11666666666666625,1.4124999999999996,0.7854166666666664,High agreeableness
R_8Py1FkRUTETunJf,Spotify-style,clip5,New,3,31704,2,3,3,3,2,2.6,5.5,5.5,6,5,5.5,5.75,0.4083333333333332,0.8833333333333337,0.7000000000000002,0.11666666666666625,1.4124999999999996,0.7854166666666664,High agreeableness
R_8Py1FkRUTETunJf,Spotify-style,clip6,None,6,31686,1,3,3,2,1,2,5.5,5.5,6,5,5.5,5.75,0.4083333333333332,0.8833333333333337,0.7000000000000002,0.11666666666666625,1.4124999999999996,0.7854166666666664,High agreeableness
R_2NquYu2wSRktfPr,AppleMusic-style,clip1,Recommended,4,31663,6,6,4,6,6,5.6,6,4.5,4,5.5,3.5,5,-1.5916666666666668,-0.11666666666666625,-1.2999999999999998,0.6166666666666663,1.9124999999999996,0.03541666666666643,High agreeableness
R_2NquYu2wSRktfPr,AppleMusic-style,clip2,None,1,31678,6,6,5,6,6,5.8,6,4.5,4,5.5,3.5,5,-1.5916666666666668,-0.11666666666666625,-1.2999999999999998,0.6166666666666663,1.9124999999999996,0.03541666666666643,High agreeableness
R_2NquYu2wSRktfPr,AppleMusic-style,clip3,New,2,31669,6,6,5,6,6,5.8,6,4.5,4,5.5,3.5,5,-1.5916666666666668,-0.11666666666666625,-1.2999999999999998,0.6166666666666663,1.9124999999999996,0.03541666666666643,High agreeableness
R_2NquYu2wSRktfPr,AppleMusic-style,clip4,New,6,31697,2,2,2,2,2,2,6,4.5,4,5.5,3.5,5,-1.5916666666666668,-0.11666666666666625,-1.2999999999999998,0.6166666666666663,1.9124999999999996,0.03541666666666643,High agreeableness
R_2NquYu2wSRktfPr,AppleMusic-style,clip5,None,5,31674,4,4,3,3,3,3.4,6,4.5,4,5.5,3.5,5,-1.5916666666666668,-0.11666666666666625,-1.2999999999999998,0.6166666666666663,1.9124999999999996,0.03541666666666643,High agreeableness
R_2NquYu2wSRktfPr,AppleMusic-style,clip6,Recommended,3,31667,4,4,4,4,4,4,6,4.5,4,5.5,3.5,5,-1.5916666666666668,-0.11666666666666625,-1.2999999999999998,0.6166666666666663,1.9124999999999996,0.03541666666666643,High agreeableness
R_80dkfX0Q9v4XFeO,Neutral,clip1,Recommended,3,31670,6,6,5,6,6,5.8,6,5.5,5,5.5,6,5.5,0.9083333333333332,0.8833333333333337,-0.2999999999999998,0.6166666666666663,1.9124999999999996,0.5354166666666664,High agreeableness
R_80dkfX0Q9v4XFeO,Neutral,clip2,None,6,31677,6,6,5,6,6,5.8,6,5.5,5,5.5,6,5.5,0.9083333333333332,0.8833333333333337,-0.2999999999999998,0.6166666666666663,1.9124999999999996,0.5354166666666664,High agreeableness
R_80dkfX0Q9v4XFeO,Neutral,clip3,New,4,31668,6,6,4,6,6,5.6,6,5.5,5,5.5,6,5.5,0.9083333333333332,0.8833333333333337,-0.2999999999999998,0.6166666666666663,1.9124999999999996,0.5354166666666664,High agreeableness
R_80dkfX0Q9v4XFeO,Neutral,clip4,New,1,31659,6,6,5,5,4,5.2,6,5.5,5,5.5,6,5.5,0.9083333333333332,0.8833333333333337,-0.2999999999999998,0.6166666666666663,1.9124999999999996,0.5354166666666664,High agreeableness
R_80dkfX0Q9v4XFeO,Neutral,clip5,None,5,31675,7,7,6,6,6,6.4,6,5.5,5,5.5,6,5.5,0.9083333333333332,0.8833333333333337,-0.2999999999999998,0.6166666666666663,1.9124999999999996,0.5354166666666664,High agreeableness
R_80dkfX0Q9v4XFeO,Neutral,clip6,Recommended,2,31670,5,5,4,4,4,4.4,6,5.5,5,5.5,6,5.5,0.9083333333333332,0.8833333333333337,-0.2999999999999998,0.6166666666666663,1.9124999999999996,0.5354166666666664,High agreeableness
R_2B7boqaDwuvwgYp,Spotify-style,clip1,Recommended,1,31686,6,5,2,5,4,4.4,3,3.5,6.5,5.5,4,5.75,-1.0916666666666668,-1.1166666666666663,1.2000000000000002,0.6166666666666663,-1.0875000000000004,0.7854166666666664,Low agreeableness
R_2B7boqaDwuvwgYp,Spotify-style,clip2,New,2,31689,4,3,2,2,2,2.6,3,3.5,6.5,5.5,4,5.75,-1.0916666666666668,-1.1166666666666663,1.2000000000000002,0.6166666666666663,-1.0875000000000004,0.7854166666666664,Low agreeableness
R_2B7boqaDwuvwgYp,Spotify-style,clip3,None,5,31683,5,6,4,5,6,5.2,3,3.5,6.5,5.5,4,5.75,-1.0916666666666668,-1.1166666666666663,1.2000000000000002,0.6166666666666663,-1.0875000000000004,0.7854166666666664,Low agreeableness
R_2B7boqaDwuvwgYp,Spotify-style,clip4,None,4,31678,6,5,3,6,6,5.2,3,3.5,6.5,5.5,4,5.75,-1.0916666666666668,-1.1166666666666663,1.2000000000000002,0.6166666666666663,-1.0875000000000004,0.7854166666666664,Low agreeableness
R_2B7boqaDwuvwgYp,Spotify-style,clip5,Recommended,3,31690,4,3,3,5,4,3.8,3,3.5,6.5,5.5,4,5.75,-1.0916666666666668,-1.1166666666666663,1.2000000000000002,0.6166666666666663,-1.0875000000000004,0.7854166666666664,Low agreeableness
R_2B7boqaDwuvwgYp,Spotify-style,clip6,New,6,31689,3,6,2,3,2,3.2,3,3.5,6.5,5.5,4,5.75,-1.0916666666666668,-1.1166666666666663,1.2000000000000002,0.6166666666666663,-1.0875000000000004,0.7854166666666664,Low agreeableness
R_8hjXqdtbW7DS1Ut,Spotify-style,clip1,Recommended,6,31679,6,5,2,6,6,5,6,5,5.5,6,5,5.25,-0.09166666666666679,0.38333333333333375,0.20000000000000018,1.1166666666666663,1.9124999999999996,0.28541666666666643,High agreeableness
R_8hjXqdtbW7DS1Ut,Spotify-style,clip2,New,1,31675,7,6,5,6,6,6,6,5,5.5,6,5,5.25,-0.09166666666666679,0.38333333333333375,0.20000000000000018,1.1166666666666663,1.9124999999999996,0.28541666666666643,High agreeableness
R_8hjXqdtbW7DS1Ut,Spotify-style,clip3,Recommended,3,31682,5,4,4,3,3,3.8,6,5,5.5,6,5,5.25,-0.09166666666666679,0.38333333333333375,0.20000000000000018,1.1166666666666663,1.9124999999999996,0.28541666666666643,High agreeableness
R_8hjXqdtbW7DS1Ut,Spotify-style,clip4,None,2,31677,6,6,3,6,5,5.2,6,5,5.5,6,5,5.25,-0.09166666666666679,0.38333333333333375,0.20000000000000018,1.1166666666666663,1.9124999999999996,0.28541666666666643,High agreeableness
R_8hjXqdtbW7DS1Ut,Spotify-style,clip5,None,5,31667,5,4,2,5,4,4,6,5,5.5,6,5,5.25,-0.09166666666666679,0.38333333333333375,0.20000000000000018,1.1166666666666663,1.9124999999999996,0.28541666666666643,High agreeableness
R_8hjXqdtbW7DS1Ut,Spotify-style,clip6,New,4,31678,4,5,3,3,3,3.6,6,5,5.5,6,5,5.25,-0.09166666666666679,0.38333333333333375,0.20000000000000018,1.1166666666666663,1.9124999999999996,0.28541666666666643,High agreeableness
R_8ikg32xGHwENvcU,AppleMusic-style,clip1,New,3,31885,4,4,4,4,4,4,4.5,3,3.5,4,5.5,5.25,0.4083333333333332,-1.6166666666666663,-1.7999999999999998,-0.8833333333333337,0.41249999999999964,0.28541666666666643,Low agreeableness
R_8ikg32xGHwENvcU,AppleMusic-style,clip2,None,6,31960,6,6,6,6,5,5.8,4.5,3,3.5,4,5.5,5.25,0.4083333333333332,-1.6166666666666663,-1.7999999999999998,-0.8833333333333337,0.41249999999999964,0.28541666666666643,Low agreeableness
R_8ikg32xGHwENvcU,AppleMusic-style,clip3,Recommended,5,32180,6,6,5,4,4,5,4.5,3,3.5,4,5.5,5.25,0.4083333333333332,-1.6166666666666663,-1.7999999999999998,-0.8833333333333337,0.41249999999999964,0.28541666666666643,Low agreeableness
R_8ikg32xGHwENvcU,AppleMusic-style,clip4,None,2,31800,3,3,3,3,3,3,4.5,3,3.5,4,5.5,5.25,0.4083333333333332,-1.6166666666666663,-1.7999999999999998,-0.8833333333333337,0.41249999999999964,0.28541666666666643,Low agreeableness
R_8ikg32xGHwENvcU,AppleMusic-style,clip5,New,4,31818,4,4,4,4,4,4,4.5,3,3.5,4,5.5,5.25,0.4083333333333332,-1.6166666666666663,-1.7999999999999998,-0.8833333333333337,0.41249999999999964,0.28541666666666643,Low agreeableness
R_8ikg32xGHwENvcU,AppleMusic-style,clip6,Recommended,1,31802,3,3,3,3,3,3,4.5,3,3.5,4,5.5,5.25,0.4083333333333332,-1.6166666666666663,-1.7999999999999998,-0.8833333333333337,0.41249999999999964,0.28541666666666643,Low agreeableness
R_2lpoCgLVyOu1lDP,Neutral,clip1,New,6,31674,3,3,2,3,3,2.8,6,5,4.5,6,4,4,-1.0916666666666668,0.38333333333333375,-0.7999999999999998,1.1166666666666663,1.9124999999999996,-0.9645833333333336,High agreeableness
R_2lpoCgLVyOu1lDP,Neutral,clip2,None,3,31675,5,4,3,4,4,4,6,5,4.5,6,4,4,-1.0916666666666668,0.38333333333333375,-0.7999999999999998,1.1166666666666663,1.9124999999999996,-0.9645833333333336,High agreeableness
R_2lpoCgLVyOu1lDP,Neutral,clip3,New,5,31694,4,3,3,3,3,3.2,6,5,4.5,6,4,4,-1.0916666666666668,0.38333333333333375,-0.7999999999999998,1.1166666666666663,1.9124999999999996,-0.9645833333333336,High agreeableness
R_2lpoCgLVyOu1lDP,Neutral,clip4,Recommended,2,31675,5,3,2,3,3,3.2,6,5,4.5,6,4,4,-1.0916666666666668,0.38333333333333375,-0.7999999999999998,1.1166666666666663,1.9124999999999996,-0.9645833333333336,High agreeableness
R_2lpoCgLVyOu1lDP,Neutral,clip5,Recommended,1,31661,5,4,3,4,3,3.8,6,5,4.5,6,4,4,-1.0916666666666668,0.38333333333333375,-0.7999999999999998,1.1166666666666663,1.9124999999999996,-0.9645833333333336,High agreeableness
R_2lpoCgLVyOu1lDP,Neutral,clip6,None,4,31690,4,3,3,3,3,3.2,6,5,4.5,6,4,4,-1.0916666666666668,0.38333333333333375,-0.7999999999999998,1.1166666666666663,1.9124999999999996,-0.9645833333333336,High agreeableness
R_8MRuXPAO2G467bS,AppleMusic-style,clip1,None,2,19423,5,5,3,3,2,3.6,3,2.5,4.5,5.5,4.5,2.5,-0.5916666666666668,-2.1166666666666663,-0.7999999999999998,0.6166666666666663,-1.0875000000000004,-2.4645833333333336,Low agreeableness
R_8MRuXPAO2G467bS,AppleMusic-style,clip2,Recommended,3,21138,2,2,2,2,2,2,3,2.5,4.5,5.5,4.5,2.5,-0.5916666666666668,-2.1166666666666663,-0.7999999999999998,0.6166666666666663,-1.0875000000000004,-2.4645833333333336,Low agreeableness
R_8MRuXPAO2G467bS,AppleMusic-style,clip3,Recommended,1,8469,1,2,1,2,1,1.4,3,2.5,4.5,5.5,4.5,2.5,-0.5916666666666668,-2.1166666666666663,-0.7999999999999998,0.6166666666666663,-1.0875000000000004,-2.4645833333333336,Low agreeableness
R_8MRuXPAO2G467bS,AppleMusic-style,clip4,New,5,17674,2,2,2,2,2,2,3,2.5,4.5,5.5,4.5,2.5,-0.5916666666666668,-2.1166666666666663,-0.7999999999999998,0.6166666666666663,-1.0875000000000004,-2.4645833333333336,Low agreeableness
R_8MRuXPAO2G467bS,AppleMusic-style,clip5,None,6,19101,2,2,2,3,2,2.2,3,2.5,4.5,5.5,4.5,2.5,-0.5916666666666668,-2.1166666666666663,-0.7999999999999998,0.6166666666666663,-1.0875000000000004,-2.4645833333333336,Low agreeableness
R_8MRuXPAO2G467bS,AppleMusic-style,clip6,New,4,6384,1,1,1,1,1,1,3,2.5,4.5,5.5,4.5,2.5,-0.5916666666666668,-2.1166666666666663,-0.7999999999999998,0.6166666666666663,-1.0875000000000004,-2.4645833333333336,Low agreeableness
R_1scaI0s9ZCK2NsG,Neutral,clip1,Recommended,3,5364,1,1,1,1,1,1,5,4.5,5,6,5.5,2.5,0.4083333333333332,-0.11666666666666625,-0.2999999999999998,1.1166666666666663,0.9124999999999996,-2.4645833333333336,High agreeableness
R_1scaI0s9ZCK2NsG,Neutral,clip2,New,6,4030,2,1,1,1,1,1.2,5,4.5,5,6,5.5,2.5,0.4083333333333332,-0.11666666666666625,-0.2999999999999998,1.1166666666666663,0.9124999999999996,-2.4645833333333336,High agreeableness
R_1scaI0s9ZCK2NsG,Neutral,clip3,None,5,5930,1,1,1,1,1,1,5,4.5,5,6,5.5,2.5,0.4083333333333332,-0.11666666666666625,-0.2999999999999998,1.1166666666666663,0.9124999999999996,-2.4645833333333336,High agreeableness
R_1scaI0s9ZCK2NsG,Neutral,clip4,None,1,7145,2,2,1,1,1,1.4,5,4.5,5,6,5.5,2.5,0.4083333333333332,-0.11666666666666625,-0.2999999999999998,1.1166666666666663,0.9124999999999996,-2.4645833333333336,High agreeableness
R_1scaI0s9ZCK2NsG,Neutral,clip5,Recommended,4,10532,1,1,1,1,1,1,5,4.5,5,6,5.5,2.5,0.4083333333333332,-0.11666666666666625,-0.2999999999999998,1.1166666666666663,0.9124999999999996,-2.4645833333333336,High agreeableness
R_1scaI0s9ZCK2NsG,Neutral,clip6,New,2,12147,1,1,1,1,1,1,5,4.5,5,6,5.5,2.5,0.4083333333333332,-0.11666666666666625,-0.2999999999999998,1.1166666666666663,0.9124999999999996,-2.4645833333333336,High agreeableness
R_8zUCCakhURHatO0,Spotify-style,clip1,None,4,31785,6,6,2,5,2,4.2,6,6,5.5,5,6,5.5,0.9083333333333332,1.3833333333333337,0.20000000000000018,0.11666666666666625,1.9124999999999996,0.5354166666666664,High agreeableness
R_8zUCCakhURHatO0,Spotify-style,clip2,Recommended,5,31793,2,1,1,1,1,1.2,6,6,5.5,5,6,5.5,0.9083333333333332,1.3833333333333337,0.20000000000000018,0.11666666666666625,1.9124999999999996,0.5354166666666664,High agreeableness
R_8zUCCakhURHatO0,Spotify-style,clip3,New,1,31783,3,2,1,1,1,1.6,6,6,5.5,5,6,5.5,0.9083333333333332,1.3833333333333337,0.20000000000000018,0.11666666666666625,1.9124999999999996,0.5354166666666664,High agreeableness
R_8zUCCakhURHatO0,Spotify-style,clip4,None,2,31854,2,2,1,1,1,1.4,6,6,5.5,5,6,5.5,0.9083333333333332,1.3833333333333337,0.20000000000000018,0.11666666666666625,1.9124999999999996,0.5354166666666664,High agreeableness
R_8zUCCakhURHatO0,Spotify-style,clip5,Recommended,6,31785,6,6,2,6,3,4.6,6,6,5.5,5,6,5.5,0.9083333333333332,1.3833333333333337,0.20000000000000018,0.11666666666666625,1.9124999999999996,0.5354166666666664,High agreeableness
R_8zUCCakhURHatO0,Spotify-style,clip6,New,3,31826,1,1,1,1,1,1,6,6,5.5,5,6,5.5,0.9083333333333332,1.3833333333333337,0.20000000000000018,0.11666666666666625,1.9124999999999996,0.5354166666666664,High agreeableness
R_2y7Y2vhPSkPsOQZ,Spotify-style,clip1,None,2,31680,5,3,3,3,3,3.4,2.5,3.5,6,4,4,6,-1.0916666666666668,-1.1166666666666663,0.7000000000000002,-0.8833333333333337,-1.5875000000000004,1.0354166666666664,Low agreeableness
R_2y7Y2vhPSkPsOQZ,Spotify-style,clip2,New,1,31679,5,3,2,3,2,3,2.5,3.5,6,4,4,6,-1.0916666666666668,-1.1166666666666663,0.7000000000000002,-0.8833333333333337,-1.5875000000000004,1.0354166666666664,Low agreeableness
R_2y7Y2vhPSkPsOQZ,Spotify-style,clip3,None,4,31683,5,3,2,3,3,3.2,2.5,3.5,6,4,4,6,-1.0916666666666668,-1.1166666666666663,0.7000000000000002,-0.8833333333333337,-1.5875000000000004,1.0354166666666664,Low agreeableness
R_2y7Y2vhPSkPsOQZ,Spotify-style,clip4,New,6,31677,5,3,3,3,3,3.4,2.5,3.5,6,4,4,6,-1.0916666666666668,-1.1166666666666663,0.7000000000000002,-0.8833333333333337,-1.5875000000000004,1.0354166666666664,Low agreeableness
R_2y7Y2vhPSkPsOQZ,Spotify-style,clip5,Recommended,3,31726,5,2,2,2,3,2.8,2.5,3.5,6,4,4,6,-1.0916666666666668,-1.1166666666666663,0.7000000000000002,-0.8833333333333337,-1.5875000000000004,1.0354166666666664,Low agreeableness
R_2y7Y2vhPSkPsOQZ,Spotify-style,clip6,Recommended,5,31684,4,2,2,2,2,2.4,2.5,3.5,6,4,4,6,-1.0916666666666668,-1.1166666666666663,0.7000000000000002,-0.8833333333333337,-1.5875000000000004,1.0354166666666664,Low agreeableness
R_86bSiv1XRWtueVH,AppleMusic-style,clip1,None,2,10966,5,5,4,4,3,4.2,6.5,3,5,5.5,6,4.75,0.9083333333333332,-1.6166666666666663,-0.2999999999999998,0.6166666666666663,2.4124999999999996,-0.21458333333333357,Low agreeableness
R_86bSiv1XRWtueVH,AppleMusic-style,clip2,None,4,11335,4,3,3,3,3,3.2,6.5,3,5,5.5,6,4.75,0.9083333333333332,-1.6166666666666663,-0.2999999999999998,0.6166666666666663,2.4124999999999996,-0.21458333333333357,Low agreeableness
R_86bSiv1XRWtueVH,AppleMusic-style,clip3,Recommended,3,11849,3,3,3,2,2,2.6,6.5,3,5,5.5,6,4.75,0.9083333333333332,-1.6166666666666663,-0.2999999999999998,0.6166666666666663,2.4124999999999996,-0.21458333333333357,Low agreeableness
R_86bSiv1XRWtueVH,AppleMusic-style,clip4,New,5,7995,6,6,5,6,6,5.8,6.5,3,5,5.5,6,4.75,0.9083333333333332,-1.6166666666666663,-0.2999999999999998,0.6166666666666663,2.4124999999999996,-0.21458333333333357,Low agreeableness
R_86bSiv1XRWtueVH,AppleMusic-style,clip5,New,1,27044,7,7,5,6,6,6.2,6.5,3,5,5.5,6,4.75,0.9083333333333332,-1.6166666666666663,-0.2999999999999998,0.6166666666666663,2.4124999999999996,-0.21458333333333357,Low agreeableness
